Pos1	Pos2	Freq	Stretch	meandist
12728	12697	0.010915994304698624	1	0.012244737560433035
12728	12729	0.010941960038058992	1	0.012244737560433035
12729	12728	0.010941960038058992	1	0.012244737560433035
12728	12754	0.011012647337176287	1	0.012244737560433035
12754	12728	0.011012647337176287	1	0.012244737560433035
12697	12754	0.011100708840444028	1	0.012244737560433035
12754	12697	0.011100708840444028	1	0.012244737560433035
12763	12846	0.01119751166407465	1	0.012244737560433035
12846	12763	0.01119751166407465	1	0.012244737560433035
12727	12774	0.011213801601971655	1	0.012244737560433035
12774	12727	0.011213801601971655	1	0.012244737560433035
12732	12773	0.011286421743636992	1	0.012244737560433035
12773	12732	0.011286421743636992	1	0.012244737560433035
12729	12754	0.011448099102947458	1	0.012244737560433035
12754	12729	0.011448099102947458	1	0.012244737560433035
12723	12773	0.011833514689880305	1	0.012244737560433035
12773	12723	0.011833514689880305	1	0.012244737560433035
12727	12728	0.011871037366788077	1	0.012244737560433035
12728	12727	0.011871037366788077	1	0.012244737560433035
12728	12732	0.012170803823145157	1	0.012244737560433035
12732	12728	0.012170803823145157	1	0.012244737560433035
12697	12729	0.012185760890424105	1	0.012244737560433035
12729	12697	0.012185760890424105	1	0.012244737560433035
12732	12763	0.012196302390862451	1	0.012244737560433035
12763	12732	0.012196302390862451	1	0.012244737560433035
12732	12774	0.012451002997463684	1	0.012244737560433035
12774	12732	0.012451002997463684	1	0.012244737560433035
12697	12727	0.012529942878201585	1	0.012244737560433035
12727	12697	0.012529942878201585	1	0.012244737560433035
12727	12754	0.012562381689898471	1	0.012244737560433035
12754	12727	0.012562381689898471	1	0.012244737560433035
12723	12728	0.012603838441707248	1	0.012244737560433035
12728	12723	0.012603838441707248	1	0.012244737560433035
12727	12729	0.01291374974512336	1	0.012244737560433035
12729	12727	0.01291374974512336	1	0.012244737560433035
12723	12763	0.012989921612541993	1	0.012244737560433035
12763	12723	0.012989921612541993	1	0.012244737560433035
12729	12732	0.013196581196581195	1	0.012244737560433035
12732	12729	0.013196581196581195	1	0.012244737560433035
12773	12846	0.013270722743977134	1	0.012244737560433035
12846	12773	0.013270722743977134	1	0.012244737560433035
12754	12823	0.013300665033251663	1	0.012244737560433035
12823	12754	0.013300665033251663	1	0.012244737560433035
12723	12774	0.01334604385128694	1	0.012244737560433035
12774	12723	0.01334604385128694	1	0.012244737560433035
12723	12729	0.01357302721825139	1	0.012244737560433035
12729	12723	0.01357302721825139	1	0.012244737560433035
12732	12754	0.013643790849673204	1	0.012244737560433035
12754	12732	0.013643790849673204	1	0.012244737560433035
12697	12732	0.0139349054765153	1	0.012244737560433035
12732	12697	0.0139349054765153	1	0.012244737560433035
12774	12846	0.014279885760913913	1	0.012244737560433035
12846	12774	0.014279885760913913	1	0.012244737560433035
12723	12754	0.01429101707498144	1	0.012244737560433035
12754	12723	0.01429101707498144	1	0.012244737560433035
12763	12823	0.01595336708084062	1	0.012244737560433035
12823	12763	0.01595336708084062	1	0.012244737560433035
12754	12773	0.01645021645021645	1	0.012244737560433035
12773	12754	0.01645021645021645	1	0.012244737560433035
12823	12846	0.01655824955647546	1	0.012244737560433035
12846	12823	0.01655824955647546	1	0.012244737560433035
12754	12763	0.01704759749566267	1	0.012244737560433035
12763	12754	0.01704759749566267	1	0.012244737560433035
12754	12774	0.01758946365133004	1	0.012244737560433035
12774	12754	0.01758946365133004	1	0.012244737560433035
12773	12823	0.018269118163719403	1	0.012244737560433035
12823	12773	0.018269118163719403	1	0.012244737560433035
12774	12823	0.019658319681722443	1	0.012244737560433035
12823	12774	0.019658319681722443	1	0.012244737560433035
12763	12773	0.02025296189561319	1	0.012244737560433035
12773	12763	0.02025296189561319	1	0.012244737560433035
12763	12774	0.0213089802130898	1	0.012244737560433035
12774	12763	0.0213089802130898	1	0.012244737560433035
12773	12774	0.025286739553289958	1	0.012244737560433035
12774	12773	0.025286739553289958	1	0.012244737560433035
12727	12732	0.014372163388804841	1	0.012244737560433035
12732	12727	0.014372163388804841	1	0.012244737560433035
12723	12727	0.014617429011050497	1	0.012244737560433035
12727	12723	0.014617429011050497	1	0.012244737560433035
12697	12723	0.01500401893364294	1	0.012244737560433035
12723	12697	0.01500401893364294	1	0.012244737560433035
12723	12732	0.015493678286925381	1	0.012244737560433035
12732	12723	0.015493678286925381	1	0.012244737560433035
5449	5479	0.003379647014645137	2	0.003379647014645137
5479	5449	0.003379647014645137	2	0.003379647014645137
9486	9544	0.002252252252252252	3	0.002252252252252252
9544	9486	0.002252252252252252	3	0.002252252252252252
10264	10265	0.0017556459979251454	4	0.0017556459979251454
10265	10264	0.0017556459979251454	4	0.0017556459979251454
13150	13151	0.0015522165652551846	5	0.0015522165652551846
13151	13150	0.0015522165652551846	5	0.0015522165652551846
5108	5109	0.0010368066355624676	6	0.0011235257984061836
5109	5108	0.0010368066355624676	6	0.0011235257984061836
5108	5110	0.0010441138084051162	6	0.0011235257984061836
5110	5108	0.0010441138084051162	6	0.0011235257984061836
5109	5110	0.0012896569512509672	6	0.0011235257984061836
5110	5109	0.0012896569512509672	6	0.0011235257984061836
6758	6761	0.0009338812103100487	7	0.0009338812103100487
6761	6758	0.0009338812103100487	7	0.0009338812103100487
7520	7522	0.0008894818768067599	8	0.0008894818768067599
7522	7520	0.0008894818768067599	8	0.0008894818768067599
11782	11783	0.0004765989896101421	9	0.0004765989896101421
11783	11782	0.0004765989896101421	9	0.0004765989896101421
6924	6927	0.0003750937734433609	10	0.0003750937734433609
6927	6924	0.0003750937734433609	10	0.0003750937734433609
13219	13220	0.00036743092298647856	11	0.00036743092298647856
13220	13219	0.00036743092298647856	11	0.00036743092298647856
6513	6515	0.00030539013589861045	12	0.00030539013589861045
6515	6513	0.00030539013589861045	12	0.00030539013589861045
7364	7371	0.00028609574670989893	13	0.00028609574670989893
7371	7364	0.00028609574670989893	13	0.00028609574670989893
12020	12022	0.00024713325425069197	14	0.00024713325425069197
12022	12020	0.00024713325425069197	14	0.00024713325425069197
8759	8764	0.000198952185158167	15	0.00020525715172878717
8764	8759	0.000198952185158167	15	0.00020525715172878717
8749	8759	0.0002018842530282638	15	0.00020525715172878717
8759	8749	0.0002018842530282638	15	0.00020525715172878717
8749	8764	0.00020910294835157174	15	0.00020525715172878717
8764	8749	0.00020910294835157174	15	0.00020525715172878717
8749	8767	0.00021108922037714608	15	0.00020525715172878717
8767	8749	0.00021108922037714608	15	0.00020525715172878717
